customer_id,product_id,rating,content,customer_index,product_index
499721,73593776,5,"Mới đọc lướt qua thì thấy sách cũng nhẹ nhàng, giúp ta buông bỏ bớt những mối bận tâm, hay tính nhị nguyên trong cuộc sống, sách mỏng nên cũng dễ đọc cho mọi người.",65,280
21500023,73593776,5,Sản phẩm mới đúng như mô tả cảm ơn shop sẽ ủng hộ shop lần sau và lần sau nữa,639,280
1438406,73593776,5,,153,280
8303642,73593776,5,,345,280
10025671,73593776,5,,384,280
18740986,73593776,4,,610,280
396187,73593776,5,,54,280
332605,73593776,4,,46,280
13513176,73593776,5,,486,280
8227804,29907194,5,,339,195
11195564,29907194,5,,418,195
6579551,29907194,4,"Tiki giao hàng nhanh, riêng về nội dung sách hơi khó đọc một tí, hơi thất vọng một tí. Vì mik thích sách từ ngữ dễ hiểu và truyền đạt nhiều thông tin hay nên có lẽ sách hok thích hợp với mik",269,195
5137461,29907194,5,"Chất lượng sách ổn,ý tưởng trong sách dù không có ích lắm nhưng đọc khá thú vị",206,195
10969139,29907194,3,tập trung vào tiềm thức nhưng dẫn chuyện lan man.,412,195
5550333,29907194,5,"Quyển này thiết kế bìa đẹp và nội dung hay nên cho 5 sao, tuy nhiên chất giấy thì mình cảm thấy chưa được thích lắm, cầm có cảm giác nhám tay.",233,195
18070225,29907194,5,,592,195
18725843,29907194,5,,609,195
13624578,29907194,5,,492,195
2065541,29907194,5,"Một cuốn sách tuyệt vời nữa của Gladwell, mặc dù ý tưởng không nhiều.",194,195
25519269,29907194,5,,676,195
16426556,29907194,5,,551,195
18278431,29907194,5,,600,195
1669220,29907194,5,Chưa đọc nhưng nghiện mua sách khá đẹp,169,195
605135,29907194,5,,82,195
6588832,29907194,4,,270,195
6301744,29907194,5,"Sách rất OK, mua về cho bé 6 tuổi ở nhà, đọc xong thấy khôn hẳn ra.",262,195
11871210,29907194,5,"giao hàng nhanh,  sách rất đẹp và mới,  nội dung hay",444,195
439058,184629945,5,,59,497
1939069,200751333,5,,188,518
12247519,137569857,5,,458,425
13147121,137569857,5,,478,425
21151479,137569857,5,sách rất hay,633,425
5550333,4265035,5,"Sách có nội dung hay hay, dễ đọc, thiết kế bìa đẹp.",233,109
1512161,106362717,2,"QUÁ THẤT VỌNG! MUA PHÍ TIỀN.. Nội dung về 09 loại hình trí thông minh, văn phong dễ hiểu, phù hợp với học sinh, sinh viên, người mới bắt đầu tìm hiểu Tâm lí học. Kiến thức hữu ích, áp dụng thực tế.. Về hình thức, sách RẤT BẨN, bìa bụi bặm, giấy ố vàng, loang lổ như bị ngấm nước. Thậm chí còn tệ hơn mua sách lậu cũ bán ngoài lề đường. Hộp đóng gói méo móp. . Đây không phải lần đầu mình gặp phải tình trạng này. Mình thường xuyên mua hàng Tiki và đến giờ gần như mất lòng tin, và khi mua hàng luôn chuẩn bị tâm thế rằng 50/50 sẽ nhận hàng kém chất lượng, nếu đặt 3, 5 cuốn sách thì có đến 2, 3 cuốn bụi bẩn, quăn queo.. Giao hàng nhanh (2 ngày), đúng thời hạn.",157,374
