customer_id,product_id,rating,content,title,thank_count
5925573,56878836,5,Sách đẹp. Mình mượn cô bạn quyển bìa mềm đọc xong thì mua quyển bìa cứng để lưu. Lâu lâu lấy ra đọc lại.,Cực kì hài lòng,0
10530227,56878836,5,,Cực kì hài lòng,0
22863787,56878836,5,,Cực kì hài lòng,0
13627300,56878836,5,,Cực kì hài lòng,0
209499,56878836,5,"Nghe đồn là hay, chưa đọc cứ cho 5 sao trước. Sách thiên về tâm linh, tôn giáo",Cực kì hài lòng,0
8077752,56878836,5,Sách bọc rất đẹp. Rất yên tâm khi mua hàng từ Tiki,Cực kì hài lòng,0
14406431,56878836,5,,Cực kì hài lòng,0
8713171,56878836,5,,Cực kì hài lòng,0
10171987,56878836,5,"Sách mới, còn nguyên seal, giấy in siêu đẹp, cực kì hài lòng với ver bìa cứng này",Cực kì hài lòng,0
21116359,56878836,5,sách rất đẹp. may ko ị móp :)),Cực kì hài lòng,0
1001704,56878836,5,Sách rất hay và sạch sẽ,Cực kì hài lòng,0
15142421,56878836,1,Đặt bìa cứng mà giao bìa mềm nên hoàn trả ko nhận hàng.,Rất không hài lòng,0
114687,56878836,5,,Cực kì hài lòng,0
7602930,56878836,5,,Cực kì hài lòng,0
671676,56878836,5,"Sách rất hay, các bạn nên đọc trước khi quá muộn nhen.",Cực kì hài lòng,0
7343526,56878836,5,,Cực kì hài lòng,0
25758216,56878836,5,,Cực kì hài lòng,0
1636295,56878836,5,"sách hay, giao nhanh, đóng gói cẩn thận",Cực kì hài lòng,0
11948943,56878836,5,sách ok... giao hàng lâu,Cực kì hài lòng,0
15408544,56878836,5,rất ý nghĩa,Cực kì hài lòng,0
26714011,56878836,5,,Cực kì hài lòng,1
547322,56878836,4,,Hài lòng,0
37519,56878836,5,,Cực kì hài lòng,0
21531887,56878836,5,"giao hàng nhanh, đóng gói cẩn thân.",Cực kì hài lòng,0
22401568,56878836,5,,Cực kì hài lòng,0
7029135,56878836,5,,Cực kì hài lòng,0
